Tip,chinese_name,episode,movie_name,ranking,score,score_num,summary
"
2话 / 2008年2月29日 / 錦織博 / ハイクオソフト / 本村晃一 ",四娘物语,2,よつのは,3783,6.4,(180人评分),      主人公与少女们毕业之后，他们所就读的学校就要废校了。在离别之际，他们写下各自的心情装在一起埋于校园中，并许下了3年后再见的约定。那么结果再次相会的少女们能在废弃的校园中找到自己曾经的心情么？
"
26话 / 2009年4月2日 / 小林智樹 / アクアプラス / 中田正彦 ",花冠之泪,26,ティアーズ・トゥ・ティアラ,3784,6.5,(546人评分),"故事发生在青铜时代结束1200年之后。大陆上新兴的神圣帝国吞并了许多边远地区的土地。在受到帝国进攻的エリン岛上，举行了利用少女莉安珑作为祭品复活魔王阿隆的仪式。虽然仪式失败，魔王仍然复活了。,
,
"
"
12话 / 2012年1月8日 / 鈴木利正 / Production I.G / 乘田拓茂、小林千鶴 ",轮回的拉格朗日,12,輪廻のラグランジェ,3785,6.5,(1305人评分),"主人公京乃まどか是一名从心底热爱故乡千叶县鸭川之海的17岁女高中生，同时也是以帮助遇到困难的人为己任的“鸭女jersey部”的唯一社员。直到遇见了从宇宙来的不可思议美少女ラン，忽然向京乃提出了“能不能驾驶机器人”的要求，她的日常生活起了波澜，为了保护鸭川而与宇宙来的敌人战斗！,
本作的原作是Production IG，不过动画制作则是由XEBEC进行，总监督佐藤竜雄与导演铃木利正。其中的机器设定与 日产全面合作，在日产汽车Global Design本部里举行了设计大会，从60个设计案中选出了主角与敌人的机体设计。"
"
13话 / 2007年7月3日 / はっとりみつる / 西野理恵 ",健康全裸游泳社 海商,13,ケンコー全裸系水泳部 ウミショー,3787,6.5,(484人评分),奈川县海猫市内的县立海猫商校，俗称为『UMISHO』，在那里有一个游泳部，聚集着各种破天荒性格的人，完全不会游泳却成为游泳部经理的主人公在和大家一起练习的时候，发现有一条木筏向学校前的海滨驶来！而木筏上坐着的是一个大叔和一个可爱的女孩！！那个孩子究竟是谁？因超级可爱的画风而大受欢迎的动画青春喜剧正式于今夏凉爽上映了....
"
1话 / 2011年3月19日 ",海贼王 追寻草帽,1,ONE PIECE 3D 麦わらチェイス,3788,6.4,(309人评分),"      和「トリコ」同时推出的「ONE PICEC」系列首个3D剧场版，3D…,
　　路飞出大事了，昨天晚上还在的草帽竟然不翼而飞！路飞小时候曾经遇到过心目中的偶像——大海盗红发香克斯，是香克斯给了他这顶草帽，并和他立下了决定人生目标的约定，对路飞来说，草帽可是比性命还重要的宝贝，无论遭遇何样的危险都不会舍弃它。,
　　路飞发了疯似的四处寻找，终于发现了一头海雕正叼着他的宝贝草帽。,
　　与此同时，乔巴和乌索普在找帽子途中遇到了一艘落难船，他们救了老海盗修奈达。修奈达向他们述说了和草帽有关的惊人故事。,
　　万里阳光号追着翱翔长空的海雕驶入了充满危险的“伟大航路”地带。出现在他们眼前的竟是一座海军基地。草帽海贼团能取回标志性的草帽么？！,
"
"
13话 / 2006年1月22日 ",吟游默示录 wieder,13,吟遊黙示録マイネリーベwieder,3789,5.9,(52人评分),"《吟游默示录》推出续作《吟游默示录～wieder》,
　　超华丽的声优阵容,,
　　故事发生于1935年，一个能够预感世界即将风云四起的时代。,
　　故事的舞台位于某个北大西洋环抱的风景优美的欧洲岛国。,
　　位于岛国上的聚集了年轻的精英们的全日制贵族学校：“洛前修德鲁学园”,,
　　培养了几代背负国家未来的人才......,
　　长时间的假期就要结束,新的学期就要开始,,
　　站在讲坛上的新校长,在迎接结束了休假而回到学校的学生们,
　　对于突然的校长交替,这位新校长要实行的学校改革是......,
　　青春的故事第2幕开始了......,
"
"
1话 / 2011年5月7日 / 新海誠 / 新海誠 / 西村貴世 ",追逐繁星的孩子,1,星を追う子ども,3790,6.5,(1778人评分),"在一片宁静的小山村，少女渡濑明日菜（金元寿子 配音）时常站在山顶，用父亲留给她的神秘矿石作二极管，收听着来自外面世界的美妙音乐。在一次放学途中，明日菜遭到一头怪兽的袭击，关键时刻她被俊美少年瞬（入野自由 配音）救下，纯洁的友谊在少男少女之间开始萌芽。明日菜体味着友谊的甜蜜，却不知瞬在某天悄然离开人世。新来的男老师森崎龙司（井上和彦 配音）为孩子们讲述了死国的传说，明日菜这才意识到瞬正是来自另一个世界雅戈泰的人。森崎真实身份隶属某个神秘组织，他和明日菜的心中都有想要复活的人，于是经过一波三折，他们随着瞬的弟弟心一同来到了传说中的雅戈泰。,
在这个绝美而凄惶的国度，他们展开了似乎永无止境的旅程……"
"
13话 / 2005年7月1日 ",不要撒娇哦!!,13,あまえないでよっ!!,3791,6.2,(101人评分),"　正在进行见习僧侣修行中的里中逸刚，“为了成为一个合格的僧侣”，去到他的祖母净德做主持的赛円寺修行。,
　　在那里等待着逸刚的是严厉的修行、怪异的除妖家业、以及……6个年青的尼姑。整天被年龄相似的尼姑们包围着的逸刚，看似过着极乐般的生活，但实际上却是被那些""个性恶劣""的尼姑们呼来呵去。更凄惨的是，在见习修行的""术""方面也完全不是尼姑们的对手。,
　　然而，这样无能的逸刚，在某个特定条件下(一一...)就会觉醒压倒性的法力...那就是……看到诱人的女性裸体的情况下…… "
"
12话 / 2017年10月6日 ",少女周末授课,12,少女週末授業,3792,6.4,(318人评分),TVアニメ「少女終末旅行」がお届けするミニキャラアニメ「少女週末授業」！
"
12话 / 2017年4月2日 / 倉谷涼一 / 浜田よしかづ（双葉社「月刊アクション」連載） / 中原清隆 ",怪怪守护神,12,つぐもも,3793,6.5,(893人评分),加贺见一也有着一条母亲留给他的遗物「樱花腰带」，但在某天，腰带竟然变身成一位穿和服的美少女桐叶，并理所当然地住了下来。此外，一也身边还有一个很爱找他麻烦的辫子眼镜妹班长千里，以及过度保护他，且动不动就想跟他一起洗澡的姐姐……在众多美少女围绕下，一也展开了一段掺杂著开心、害羞、与恐怖心情的全新生活……
"
1话 / 2006年7月28日 / 约翰A·戴维斯 ",别惹蚂蚁,1,The Ant Bully,3794,6.1,(71人评分),"　　10岁小男孩卢卡斯最近正经历着人生“最”痛苦的事情，刚搬到陌生的新家，在学校没交到一个朋友，在家里老被姐姐蒂凡妮取笑，父母又忙着计划结婚纪念日旅行完全忽略他，连一向最好的奶奶也光顾着为八卦杂志上讲的外星人入侵忧心忡忡，更糟糕的是，他还成了邻居小霸王史蒂夫欺负的对象！,
　　手无缚鸡之力的卢卡斯只好把怒气全出在后院的蚁丘身上，他用水枪制造了蚂蚁王国的一场大洪水，一瞬间破坏了蚂蚁们的家园。可卢卡斯不知道的是，他眼中的“愚蠢小蚂蚁”却拥有一个完整齐备的王国，愤怒的蚂蚁们经过审判商讨，决计要让卢卡斯受到教训。,
　　巫师蚂蚁萨克用研制出来的神奇药水，将卢卡斯变成了蚂蚁般大小，并把他带回了蚂蚁王国。在王国里，被判做苦工的小男孩必须学习如何在昆虫世界生存下来，而在和蚂蚁们渐渐成为朋友的他，也最终领悟到了人生意义，并决定向陷入危机的昆虫世界伸出援手。,
　　这是一部很有教育意义的电影，让观众有所触动，理解了动物是我们人类的朋友。"
"
24话 / 2019年7月28日 / 陸泓熹、周鵬 / 散爆网络 / 陸泓熹、卢丽宁、kusa ",24,2019年7月28日,少女前线 人型小剧场,3795,6.2,(93人评分),有着共同之名“人形”的少女们，在战场上她们是所向披靡的勇士，在宿舍中则是一个个欢乐的活宝，游戏里的梗，玩家之间的热门CP，喜闻乐见的段子组合，一切尽在其中。
"
13话 / 2019年4月1日 / 神山健治×荒牧伸志 / 円谷プロダクション、清水栄一×下口智裕（月刊ヒーローズ連載） / 山田正樹 ",机动奥特曼,13,ULTRAMAN,3796,6.5,(743人评分),"　　这个世界上曾经有着一个被称为“光之巨人”的存在。不久，“光之巨人”完成了他的使命，返回了遥远宇宙的故乡，跟他同化的地球人也失去了过往的记忆，回到了自己原本的地方。奥特曼的存在已成为过去之物，科学特搜队日本支部也结束了它的功能，被改建成光之巨人纪念馆。,
　　早田进次郎是一名已经过了多愁善感的青春期的高中生。然而，他意识到自己拥有惊人的弹跳力和健壮的肉体等正常人类所不具有的力量。,
　　某天，进次郎知道了父亲早田进曾经是奥特曼。而且，在没有奥特曼守护的地球上，暗中策划各种阴谋活动的外星人依然存在着。,
　　作为隐秘组织而健在的科学特搜队的井手队员开发了奥特曼装甲，而进次郎是少数可以穿装着它的适合者。,
　　“开门见山地说吧——我希望你能成为奥特曼！”"
"
2话 / 2016年11月12日 ",魔物娘的同居日常 OAD,2,モンスター娘のいる日常 OAD,3797,6.4,(169人评分),"单行本11卷限定版同捆OAD，收录原作漫画第17话的内容。,
,
单行本12卷限定版同捆OAD，收录原作漫画第26话的内容。"
"
24话 / 2014年7月6日 / 浜岡賢次 ",每度！浦安铁筋家族,24,毎度!浦安鉄筋家族,3798,6.4,(198人评分),
"
13话 / 2012年1月5日 / 東屋めめ ",竖笛与双肩书包,13,リコーダーとランドセル ド♪,3799,6.5,(1051人评分),就读小学5年级11岁的小男孩宫川 あつし，不知为何却已是一个长得大人的模样，且身高达到180cm！这幅模样为他的日常生活带来了各种各样的麻烦事。与此同时，他还有一个17岁的姐姐，宫川 あつみ，目前是高中2年级。但是这个可怕的家庭才给了她137cm的身高，而且拥有萝莉的体形！虽然是这样，但是姐姐还是尽自己的能力照顾着弟弟。
"
24话 / 2012年4月12日 / 京田知己 / BONES / 織田広之（かんざきひろ） ",交响诗篇AO,24,エウレカセブンAO,3800,6.5,(870人评分),青与医生俊夫一同生活在冲绳的磐户岛上。突然出现的神秘的「Secret」对珊瑚岩进行了攻击。一心为了保护磐户岛的青启动了运输舰上的军用FP...
"
2017年2月28日 / 市川量也 / ころも (KADOKAWA刊) ",恋爱的白熊,*,恋するシロクマ,3803,6.2,(82人评分),"シロクマ「きみがオスでも、僕は構わない」,
アザラシ「僕は構う」,
白いアザラシ（♂）を好きになってしまったシロクマくん（♂）。,
彼の恋は成就するのか？,
弱肉強食の世界で紡がれるホワイトラブ!!"
"
1话 / 2016年1月29日 / 余仁英 / Alessandro Carloni ",功夫熊猫3,1,Kung Fu Panda 3,3804,6.5,(386人评分),　　在新一集故事里，与阿宝失散已久的生父突然现身，重逢的父子二人一起来到了一片不为人知的熊猫乐土。在这里，阿宝遇到了很多可爱有趣的熊猫同类。当拥有神秘力量的大反派“绿眼牛”企图横扫神州大地，残害所有功夫高手时，阿宝必须迎难而上，把那些热衷享乐、笨手笨脚的熊猫村民训练成一班所向披靡的功夫熊猫！
"
1话 / 2007年6月5日 / 川尻善昭 / High Lander 恶魔的战士 ",高地人 复仇之旅,1,Highlander: The Search for Vengeance,3805,6.2,(79人评分),近未来的纽约，在荒凉的曼哈顿岛上出现了一个男人。他的名字叫科林麦克劳德。身为不死者的他，只要不被斩首就不会死。他在两千多年间经历无数次的生死轮回，一直追赶着杀害他爱妻的宿敌马库斯。另一方面，在纽约地下抵抗组织工作的女子达丽雅，为拯救被流行病毒所威胁的同胞，决定前往军阀居住的巨塔夺取疫苗。在偶然的情况下，科林与达丽雅相遇了。在得知城市的统治者是马库斯之后，他和达丽雅怀着共同的目标一起闯进了城市的巨塔，开始了生死难料的行动。
"
1话 / 2018年8月4日 ",K SEVEN STORIES Episode 2「SIDE:BLUE ～犹如天狼～」,1,K SEVEN STORIES Episode 2「SIDE:BLUE ～天狼の如く～」,3806,6.3,(137人评分),2012年にテレビシリーズが放送されたオリジナルアニメーション「K」の劇場版。テレビアニメ同様に覆面作家集団「GoRA」が原作、GoHandsがアニメーション制作を担当。小説や漫画で発表されたストーリーや、書き下ろしのストーリーなど7つの物語を順次、劇場アニメ化する「K SEVEN STORIES」のエピソード2で、エピソード1でも主要キャラクターとして描かれた宗像礼司をめぐるもうひとつの物語がつむがれる。「青の王」宗像礼司が率いる、対能力者治安組織「セプター4」の古株で、抜刀術の達人・善条剛毅。人気のない深夜の道場で新米隊員の楠原剛に剣を教えていた善条の前に宗像が現れ、善条の剣術指南を受けたいと申し出るのだが……。「K SEVEN STORIES」の一作でもあるスピンオフショートムービー「ザ・アイドルK」が同時上映。
"
3话 / 2019年1月3日 ",一骑当千 Western Wolves,3,一騎当千 Western Wolves,3807,6.1,(76人评分),
"
12话 / 2009年10月5日 / 中西伸彰 / BaseSon / 大島美和（主）、平塚知哉 ",真・恋姬无双,12,真・恋姫†無双,3808,6.5,(576人评分),"「恋姬†无双」是根据BaseSon社于2007年1月在PC平台推出的幻想冒险游戏「恋姬†无双～心跳☆满是少女的三国演义～」改编的TV动画，因史上的著名三国武在作品中都被设定为美少女登场而引起各方话题。,
,
2009年10月以「真・恋姬†无双」之名再度驾临电视荧幕，该作改编自2008年12月推出的PC游戏「真・恋姬†无双～乙女缭乱☆三国志演义～」，并由前作的原班人马携手打造。新作将会以游戏版的新增角色刘备为主角展开故事，大家注意这位可是真刘备而不是前作的伪刘备哦，为其献声的是曾演绎过「ef - a tale of memories / melodies」的羽山瑞希、「乃木坂春香的秘密」的乃木坂美夏等角色的后藤麻衣，同时她也是游戏版刘备的声优（游戏中她是以安玖深音为名义出演的）。"
"
12话 / 2010年7月1日 / 岩崎良明 ",大神与七位伙伴,12,オオカミさんと七人の仲間たち,3810,6.5,(2215人评分),大神凉子（通称为‘大神’）是就读私立御伽学园高中一年级，与赤井林檎（通称为‘小红帽’）合伙，虽然与御伽学园学生互助协会（通称为‘御伽银行’）的每个人合作，但是今天也为了任意改造社会而持续战斗著！！
"
13话 / 2014年1月11日 / 佐々木啓悟 ",世界征服～谋略之星～,13,世界征服～謀略のズヴィズダー～,3811,6.5,(1212人评分),"过去的国家领导人所描绘的征服世界蓝图最终都化为泡影。,
所谓征服世界——正是迄今为止尚未有人达成过的光辉成就。,
直到一名幼女，星宫凯特出现为止。恐怕无人知晓她的能量究竟有多强大吧。,
将我们的星（звезда ）光，遍布世界！"
"
13话 / 2015年1月17日 / 境宗久 ",美少女战士Crystal 第二季,13,美少女戦士セーラームーンCrystal 第2期,3815,6.3,(107人评分),なお、『美少女戦士セーラームーンCrystal』第2期 ブラック・ムーン編は、2015年1月17日（土）19:00よりニコニコ動画ほかにて全世界同時配信開始です。セーラームーンと幻の銀水晶をめぐる新たな物語の幕開けに、是非ご注目ください！
"
1话 / 2018年10月6日 ",K SEVEN STORIES Episode4「Lost Small World ∼牢笼的彼端∼」,1,K SEVEN STORIES Episode 4「Lost Small World ～檻の向こうに～」,3817,6.3,(128人评分),覆面作家集団「GoRA」が原作、GoHandsがアニメーション制作を担当し、2012年にテレビシリーズが放送された人気アニメ「K」の劇場版。小説や漫画で発表されたストーリーなど、7つの物語を順次アニメ化して公開する「K SEVEN STORIES」のエピソード4で、八田美咲と伏見猿比古の中学生時代を描く。学校で仲間はずれにされていた八田美咲は、一匹狼の同級生・伏見猿比古に興味を持つ。屈折した性格の伏見だったが、その人格形成には空家庭環境や父・仁希の影響があった。八田は持ち前の明るさとガッツで伏見との距離を縮めていき、やがて伏見が心を許す唯一の存在となっていく。「K SEVEN STORIES」の一作でもあるスピンオフショートムービー「ザ・アイドルK」が同時上映。
"
1话 / 2013年7月13日 ",Fate/Zero cafe,1,Fate/ゼロカフェ,3819,6.2,(103人评分),"2013年7月13日公開の『俯瞰風景3D』と同時上映の短編作品。Fate/ZEROのキャラクターがディフォルメになって登場する。,
,
「Fate/Zero」のキャラクターたちが可愛い姿で経営しているカフェ“ゼロカフェ”。騎士道を重んじた素晴らしい接客が人気のカリスマ店長のセイバー、顔もココロもイケメンながら女性にトラウマがあるので厨房から出てこないシェフのランサーたちが忙しく働く中、今日も個性的なお客が“ゼロカフェ”にやって来た……。"
"
12话 / 2008年7月6日 / 紅優 / ヤマグチノボル / 藤井昌宏 ",零之使魔 三美姬的轮舞,12,ゼロの使い魔 ～三美姫の輪舞～,3820,6.5,(2456人评分),"　　 再次相见的露易斯和才人。据才人所说，在森林中倒下时为一漂亮的妖精所救，总算是保住了性命。与才人的距离更近了一步的露易斯终于能够坦率的面对自己的心情,
　　 露易斯和才人受到安莉艾塔的命令和谢丝塔一起，踏上了寻找拥有不可思议力量的精灵之旅。旅途中，对于才人看待自己的心情感到不安的露易斯，渐渐对才人开始冷淡起来，于是两人的关系变得僵硬。终于在阿尔彼奥的森林中发现了金发的妖精少女缇法尼艾的露易斯一行，对于那个不可能听到的声音感到愕然。无意识的懒懒散散的才人终于惹怒了露易斯……,
　　由于在意决定来到学园的美少女缇法尼艾以及寄情于才人的谢丝塔，使得露易斯不能很好整理自己的心情。另外，连安莉艾塔女王都？！一方面是恋爱大混战的展开，另一方面看不见的敌人也慢慢的袭向露易斯……"
"
26话 / 2004年4月1日 / 森邦宏 / Sony Computer Entertainment / 逢坂浩司 ",绚烂舞踏祭,26,絢爛舞踏祭 ザ・マーズ・デイブレイク,3821,6.2,(83人评分),"本剧以假想的火星为背景，除了火星上的最高峰奥林帕斯山之外，其它地方都被水与冰所覆盖，因此在火星上生存的人们则建造了适应火星海洋环境的“都市船”。,
由于火星上有丰富的水资源，地球政府将之视为开发据点，但也因此卷入了宇宙大战；而受战火所波及的火星则陷入了空前的萧条，民不聊生，因此出现了数批海盗与反抗军，对抗箝制火星居民的地球政府。"
"
13话 / 2001年4月2日 / AQUAPLUS / 田口広一 ",漫画同人会,13,こみっくパーティー,3824,6.3,(111人评分),"アニメ版『こみっくパーティー』は、2001年4月2日から6月25日まで全13話のUHFアニメとして、独立U局を中心に放映された。また、テレビ北海道、テレビ愛知、TVQ九州放送（TXN系）や青森放送、広島ホームテレビでも同時期に放映された。,
,
アニメ化に際してはまず、千堂和樹、九品仏大志、高瀬瑞希、猪名川由宇の4人はゲームでの大学生から高校生かつ同級生で、塚本千紗もその高校に通っている下級生へ。立川郁美に至っては小学生であり、和樹へはメールではなく手紙を送る…など、原作設定からの大幅な変更が行われた。また、キャラクターデザインが原作のような繊細な絵柄ではなく、極めてアニメ作劇向けに簡素化された絵柄となった。大志のメガネの弦の部分などがその影響を受けており、原作では独特のギザギザ形状だったものが、アニメ版では普通にまっすぐとなっている。,
,
内容面では、アダルトゲームやギャルゲーを原作とした作品としては珍しく、主人公である和樹の同人活動を通じた成長物語という起承転結を抑えた筋の一貫したものとなっている。物語に主軸を置いているためヒロインは瑞希に絞られており、狂言回し的な存在の由宇を除き、他ヒロインの登場頻度は比較的低い。また、TV放送のために女性キャラのお色気は無いに等しく、水着姿が出てくる程度に抑えられている。,
,
お遊びやパロディの部分としては、アニメ版『To Heart』のキャラクター達（あかり、志保、マルチ、雅史）が第1話のアバンで登場（原画は千羽由利子が担当、声優もオリジナルと同じ面々）する他、実は同一世界と設定されており、彼らが劇中で話題にしていた人気バンド「Childish An Hour」（チャイルディッシュ・アン・アワー）なども和樹達の台詞に登場する。また、アニメーション制作がオー・エル・エム、製作がケイエスエスであることから、『鋼鉄天使くるみ』や『愛天使伝説ウェディングピーチ』などのネタも一部使われた。,
,
なお、本作は後述の『こみっくパーティーRevolution』との区別上、『KSS版』や『無印アニメ版』と称されることが多い。,
,
2007年6月22日には、廉価版DVD-BOXが発売された。"
"
1话 / 2014年1月29日 ",告白实行委员会 告白预演,1,告白実行委員会 告白予行練習 ショートストーリー,3825,6.4,(227人评分),"メジャーデビューアルバムにしてベスト！！,
┗|∵|┓ハニワの超豪華仕様による青春ロックベストのリリースが決定！"
"
52话 / 2010-04-01 / 王巍 ",52,4/1/2010,果宝特攻,3826,6.3,(110人评分),"　　水果世界出现了一间水果加工厂，老板是令整个水果世界闻风丧胆的大魔头，他每隔一段时间就会派四大恶贼等将大批水果村民抓到加工厂里搅拌成果酱和果汁，惨不忍睹。果冻学院无极和英雄两位师父伸张正义，出手阻止大魔头的暴行。哪知他们低估了拥有座架机器人的四大恶贼，反被大魔头生擒。三剑客橙留香、菠萝吹雪和陆小果发誓一定要打败大魔头，三人克服重重困难，朝着水果加工厂进发！最后三剑客终于战胜了大魔头，并摧毁了水果工厂。 ,
　　果宝特攻故事简介　水果世界中有座奇异的七层花果山，山上生长着一株七彩莲花，而莲花则有种神奇的力量，它能散发出利益果因子，让民众感到舒心快乐。可是某一天，莲花消失了。是枯萎了还是被人盗走了?无从得知。 ,
　　后来传闻大魔王东方求败带领着四大恶贼，霸占了七层花果山，将其改造成水果加工场，从而实现自己千秋万代、一统江湖的霸业。就这样，美丽的花果山成了恐怖的地狱，水果界的人民迎来前所未有的大灾难! ,
　　看到无辜平民的命运如此悲惨，果冻学院的果宝特攻勇敢地挺身而出，驾驶着威力十足的果宝机甲，与强大的敌人连场大战。果宝特攻们越来越接近征途的终点，真相也逐渐展现出来。东方求败与四大恶贼其实并不是大坏蛋，他们只是以自己的独特方式去守护着花果山。原来七彩莲花消失后，山上的村民心灵受到气候污染，变得阴险邪恶。东方求败的目的，其实是为了压制暴动的村民，寻找让莲花重新绽放光华的方法。 ,
　　而幕后黑手正是最容易被人忽视的一个跑龙套的小果叮，他为了当上主角，给七色彩莲下了三大剧毒：孔雀石绿，苏丹红，三聚氰胺。让其他跑龙套散布谣言：水果加工厂是水果地狱。让橙留香他们与东方求败互相残杀，他好渔人得利。最后，他抓住了果冻学院的几位老师（英雄，无极，夜燕），方丈（疯清扬）和天山果姥，并且控制了椰子尊，山竹尊，西瓜尊，青梅尊，香蕉尊，还合体为果元天尊，和果宝战神打了起来，魔霸天王一直在底下顶住第七层，为果宝战神拯救七色彩莲争取时间，一直到用尽能源倒下。最终，小果叮醒悟了，用他从天山果姥手上抢来的唯一一颗牛黄解毒丸救活了七色彩莲。"
"
2话 / 2015年11月25日 ",噬血狂袭 女武神的王国篇,2,ストライク・ザ・ブラッド ヴァルキュリアの王国篇,3827,6.5,(569人评分),"いつものように登校している古城と雪菜。,
そこへ突然現れたのは何者かに追われているラ・フォリアだった。彼女を追ってきた大男と刃を交える雪菜。本格的な戦いが始まるかと思われた時ラ・フォリアは衝撃的な発言をする。,
「お父様、この方が私が初めてをささげた第四真祖、暁古城です！」,
ラ・フォリアは、父ルーカスから結婚相手を決めるよう言われていたため、その相手に古城を選ぶと宣言。それを認めないルーカスだが、そこにラ・フォリアの母ポリフォニアが現れ、詳しい話をするために古城と雪菜をパーティーに招待することに。,
だがそのパーティー会場には、浅葱や矢瀬、凪沙や紗矢華まで招待されていた。どうやら古城と関係のある人物を招待したようなのだが……古城をめぐり女性陣のある意味熱いバトルが展開される!?"
"
2话 / 2011年10月29日 / ホビージャパン ",女皇之刃 叛乱 OVA,2,クイーンズブレイド リベリオン OVA,3828,6.4,(180人评分),『クイーンズブレイド 新たなる師弟、新たなる闘い』は、2011年10月29日発売『クイーンズブレイド プレミアムビジュアルブック』同梱DVD収録のOVA。アンネロッテがアレインと出会い弟子となる『クイーンズブレイド リベリオン』に繋がるプロローグとなる内容。ボーナスアニメとしてアレインに罵られながらエクササイズをする『アレイン教官の生しごきブートキャンプ』も収録。
"
25话 / 2013年7月8日 ",黏黏糊糊!!角质君,25,にゅるにゅる!!KAKUSENくん,3829,6.4,(219人评分),人間の肌に存在する「角栓」をモチーフにしたキャラクターが繰り広げる、ショートコメディ作品。
"
1话 / 2013年9月14日 ",Code Geass 亡国的阿基德 第二章「翼龙折翅」,1,コードギアス 亡国のアキト 第2章「引き裂かれし翼竜」,3830,6.5,(1083人评分),"    皇歴2017年（革命暦228年）、ユーロ・ブリタニアとユーロピア共和国連合（E.U.）の戦争は続いていた。劣勢のE.U.軍は、イレヴン――ブリタニアに占領された亡国の日本人――を集めた特殊部隊、wZERO隊を設立した。そして、wZERO隊に新たな指令が下る。それは陽動のため敵中降下を命じる過酷な内容だった。ｗZERO隊のパイロットは、隊長のレイラ以下、先の戦闘での唯一の生き残り日向アキト、イレヴンのゲットーを逃げ出し闇社会で生きてきたリョウ、ユキヤ、アヤノのみ。それぞれがさまざまな思惑を抱えたまま、作戦は発動する。一方、ユーロ・ブリタニアでは恩人を謎の力“ギアス”で自死させたシンが、聖ミカエル騎士団の総帥に任命される。自らの野心のために着々とあゆみを進めるシンと、配下のアシュラ隊に出動命令が下る。,
,
    闘う為に生きる者と、生きる為に闘う者。,
    凄惨極まる戦場のさなか、恐るべき真の力を発揮したアキトと、シンがついに相まみえる！ "
"
13话 / 2002年10月2日 ",妹妹公主 RePure,13,シスター・プリンセス RePure,3831,6.3,(127人评分),妹妹公主RePure 是一些小情节故事的合集，每一话由两个部分组成，第一部分是一个独立的小故事，第二部分是以12个姐妹中的一个的为主题的短故事。 
"
1话 / 2016年11月23日 / 黒柳トシマサ / 小山恭平 ",英雄解体,1,「英雄」解体,3832,6.1,(71人评分),"没有了用处就会被杀死——这就是英雄的宿命。就像那圣女贞德一般。,
所以，把在异世界成为了英雄的人物带回地球，并训练他们学着去过平民化的生活是必要的。,
因此而生了组织「退役英雄日常回归辅助机关」。所属于此组织的山田乌鹭的管理范围之下，来了名为卡戎的17岁少女原英雄。作为她的担当官的乌鹭，与还不能够停下「身为英雄的举措」的她共同生活的同时，还得去教授她作为庶民的常识…。"
"
12话 / 2018年7月6日 / 窪岡俊之 / 如意自在（芳文社「まんがタイムきららフォワード」連載） / 小田武士；配角人物设定：山田真也 ",遥的接球,12,はるかなレシーブ,3833,6.5,(664人评分),"从东京搬到冲绳的高中二年级生，大空遥。总是开朗乐观的遥，其实也有自卑之处——身高比普通女生要高。,
另一方面，到机场来迎接遥的同龄表姐妹比嘉彼方，也有烦恼的事情。彼方由于身高没有长高，而放弃了自己最喜欢的沙滩排球。这样的凸凹组合，偶然间组成了沙滩排球的搭档……,
宽阔的沙滩场地，友军只有一人。在搭档的存在比什么都重要的沙滩排球中，两人将会展现怎样的比赛？现在，在盛夏阳光照耀的冲绳海滩，少女们的汗水与热情开始闪耀光芒！！"
"
4话 / 2016年8月28日 / ところともかず / 鈴木央（講談社「週刊少年マガジン」連載） ",七大罪 圣战的预兆,4,七つの大罪 聖戦の予兆,3834,6.5,(693人评分),　　那还是人与非人的世界未曾分开的时代。从韩德利克森与都雷法斯两大圣骑士长的支配下夺回王国的“七大罪”以及伊丽莎白、霍克。王国诞生祭也平安结束，和平终于造访了里欧涅丝王国。但，下一个威胁的预兆，确实地在产生着——。不知是否察觉到这股气息，“七大罪”们充分享受着总算到来的日常。但，他们的日常没可能普通地度过……这是，描绘“七大罪”在面对下一场战斗之前的短暂日子的特别物语！
"
12话 / 2016年7月5日 / 吉村愛 / 朝井リョウ「チア男子!!」(集英社文庫) ",男子啦啦队!!,12,チア男子!!,3835,6.2,(96人评分),在柔道上遭遇挫折的坂东晴希，被幼时以来的好友桥本一马邀请，而组成了前所未闻的男子啦啦队“BREAKERS”。聚集在一起的有：好认死理的沟口、很能吃的阿顿、轻浮的关西人·弦和一郎、以及有过啦啦队经验的美青年·翔，这些独具个性的人们。有着“想要打破”的某些东西的男儿们，开始了新的挑战……！
"
13话 / 2013年4月4日 ",恶魔幸存者2,13,DEVIL SURVIVOR 2 the ANIMATION,3836,6.5,(1369人评分),故事讲述某个星期天的突发事件，神秘的侵略者袭击了日本全领。这些侵略者每天都会展开一次袭击，每次袭击都会令人们陷入恐怖和绝望的境地。在这么一个极限状态下，出现了13名“恶魔召唤者”，他们和恶魔展开契约，获得了与神秘侵略者对抗的力量。而他们所剩的时间只有7天。
"
13话 / 2012年10月2日 / 宇佐義大 / ふじのきともこ ",兔宝的悲惨日常,13,うーさーのその日暮らし,3838,6.4,(356人评分),謎の動物“うーさー”の荒ぶりそうであまり荒ぶらない「その日暮らし」。
