Tip,chinese_name,content,episode,movie_name,ranking,score,score_num,summary
73话/2014年10月5日/本郷みつる（第1話-第48話）→小川孝治（第49話-）/葦原大介/海谷敏久、鶴田仁美(鶴田眸)（第1話-第48話）,境界触发者,我感觉我真的快等不起啦，一个未来预知就看快两个月啦吧，我的小心脏啊,73,ワールドトリガー,4340,6.3,436,三门市，人口28万人。某一天，通往异世界的门在这里打开了。从异世界而来的侵略者“近界民”，任意蹂躏门附近的地区，让整座都市陷入恐惧之中。就在每个人都认为都市毁灭只是早晚的问题时，突然出现一个神秘的团体击退了近界民。被称为境界防卫组织“BORDER”的他们，在这边的世界建立了巨大的基地，以对抗陆续来袭的近界民。四年后，近界民空闲游真从异世界来到日本寻找父亲的熟人，并认识了三云修。修为了解近界民的真相，决定指引及监视人生路不熟的游真，两人的故事随着“BORDER”与“近界民”的战斗展开。
13话/2008年10月2日/むらた雅彦/赤人義一(月刊「少年ガンガン」)/久保田誓、貞方希久子,尸姬 赫,孕妇尸造型好评让我感觉到了害怕呢。,13,屍姫 赫,4341,6.3,596,大元帅系真言密教宗派之一光言宗有一种神秘的法术，令那些对人世间仍有眷恋的女性死尸变成有思想会感情能走动的尸姬。尸姬的能力比常人强数倍，更有不死之身，她们必须与光言宗的僧人订下契约，把其他为祸人间的僵尸杀死。只要杀满一百零八具就可以圆约，升上天堂。
12话/2011年7月2日/大橋誉志光/矢立肇,Sacred Seven,7月番上半部分开播情况(截止时间7月11日06/28二DoubleJ07/01五刀锋战士07/01五怪物猎人日记岌岌可危的猫猫村G07/01五萝球社07/02六神的记事本07/02日歌之王子殿下07/02日sacred707/03日滑头鬼之孙千年魔京07/03日异国迷路的...,12,セイクリッドセブン,4342,6.3,832,舞台位于关东的某一个港口都市。
12话/2015年7月7日/吉原達矢/オカヤド/砂川貴哉,魔物娘的同居日常,收集了DHR、动漫先锋、轻国等各种字幕组对EDCARD翻译的截图。图包链接：http://pan.baidu.com/s/1gfzcB0v[http://pan.baidu.com/s/1gfzcB0v]密码：h2f401-12+OAD1-2在线大图：PS.エロ才是第一生产力(bgm38)...,12,モンスター娘のいる日常,4345,6.3,1164,讲述了由于“种族间交流法”的实施，日本变得可以与人外种族进行交流，可爱的亚人种女孩们一个接一个地来到家中居住，让来留主公人每天都处在后宫状态，但是H的事情可是禁止事项喔！
8话/2012年2月2日,黑岩射手,看完魔法少女小圆之后才看的黑岩射手，第一遍看的比较仓促，对动画的设定很震撼，但是也没有深究，并不是特别的懂，后来隔壁宿舍的同学问起来，正好我这有下载，所以就和他一起又看了一遍。那人是比较细致的去看的，不想我不喜欢深究，所以剧情的内容算是看明白了。尽管主旨很是...,8,ブラック★ロックシューター,4352,6.4,3006,近乎现实的世界中，有一位看似平凡的少女黑衣麻陶，于新一年展开其丰富璀璨的中学生活。这时，一位名为小鸟游优美的同班同学吸引了她的注意。起初对方不欲作深层交往，后来却因为彩虹小鸟的话题，而被麻陶见到小鸟游受到委屈的一面……
12话/2015年4月3日/伊藤祐毅/都築真紀、藤真拓哉/山野雅明,魔法少女奈叶ViVid,以下评论都是直接信息不足情况下根据猜测都筑可能的想法得出的结论，没有足够的根据，因为都筑也没给数据。虽然是根据我自己看漫画得出来的，但应该可以解释目前发生的各种战斗和胜负，也就是说这个解释至少和剧情是不存在矛盾的。也许和都筑想的一样也说不定嗷。首...,12,魔法少女リリカルなのはViVid,4366,6.3,722,《魔法少女奈叶ViVid》以奈叶收养的女孩薇薇欧为主人公，讲述了“JS事件”之后，刚进入魔法学校初等科的她在掌握了魔法基本知识后，收到了奈叶和菲特赠送的专用法器“神圣之心”；而另一边，自称为“霸王”的神秘人物英格瓦尔特，正准备掀起一股新的波澜……
12话/2013年4月11日,革命机Valvrave,该激情的时候不激情，该爆燃的时候也不爆燃。每一集都像是在猜谜一样的剧情，其实本剧本质上并不差，只是叙事的方式太过于隐晦，感觉像好像都是没有预料到的结局。作者应该还在窃喜，老子让你们谁都猜不到的剧情。但是也彻底暴露了作者不善讲故事的本质。其实还有很...,12,革命機ヴァルヴレイヴ,4372,6.4,2750,故事发生在真历71年、总人口的70%均居住在宇宙的时代，此时的世界并存着两大势力——由军事同盟发展而来的“多尔希亚军事盟约连邦”与因贸易协定而扩大的“环大西洋合众国(ARUS)”。而故事的主角时缟晴人所在的中立小国迪欧尔也遭到了多尔希亚军的侵略，当平稳的日常失去时，时缟晴人与神秘的人型兵器“Valvrave”相遇了……
12话/2018年1月11日/桑原智/コトヤマ『だがしかし』/三浦菜奈,粗点心战争2,没看多少，怎么总结？还是说说看过的吧。1、比宇宙更遥远的地方南极版轻音……不，更像上低音号。东亚特色，拍啥都是人际关系。2、紫罗兰永恒花园过于细腻，有点腻，没坚持看下去。3、Fate/Extra命物语魔法少女小尼禄4、粗点心二季怎么越来越粗糙了真...,12,だがしかし2,4375,6.3,1040,不愿继承家业粗点心店的鹿田九，与热爱粗点心的不可思议美少女·萤。萤为了让九继承粗点心店，而开始屡次造访店中。与萤一同度过的九顺利地前进在成为粗点心店长的道路上……是不是这样还不清楚，不过与友人远藤豆、远藤彩一同度过的愉快的暑假仍将继续！？献上实际存在的粗点心作为礼物，美味而令人怀念的粗点心喜剧！请再一次地尽情享用到饱！！
12话/2014年10月5日,狼少女与黑王子,少女心啊啊啊啊,12,オオカミ少女と黒王子,4391,6.3,731,筱原绘里香是个爱面子的高中一年级女生。虽然她老是很得意说些跟男友很恩爱的话题，但其实这16年来她都没有男朋友……。就在谎言快要被戳破的某天，绘里香偷拍了在街头看到的美型男。把这照片当成是自己的男友介绍给朋友时，没想到这个男孩居然是和自己同校的佐田同学！而且在他冷酷的外表下，居然有着一颗令人无法想像的黑心！被抓住弱点的绘里香，还被当成佐田的“狗”！？
2话/2014年1月17日,有你的小镇 OAD,more妹子心中的声音和桐岛食堂成立。,2,君のいる町 OAD,4395,6.1,162,漫画单行本第26、27卷同捆OAD
12话/2018年7月10日,Angolmois 元寇合战记,本来武士道这个词我是不想加到标题里的。第一显得很精日，第二虽然镰仓时代武家已经兴起，但离武士道为尊的江户还有几百年，从时代和剧中表现来看并不能算正统意义上的武士道。顺便一提，本片最弱的地方是考据，虽然已经说明敌军武装参考是两百年后，但实际对本国的考据...,12,アンゴルモア 元寇合戦記,4401,6.2,213,率土の最果て対馬を守るため、男たちの戦いが始まる！
12话/2010年10月4日/高橋丈夫/Sphere/神本兼利,缘之空,第一次看这部动画还是在11年刚入宅不久的时候，当时对动画最大的感受就是尺度大，剧情乱。不过作为一个有探索精神的萌新，我当时就去找来原作游戏认真的玩了一遍，可以说缘之空这部动画带我走进了Galgame的大门。在玩过游戏之后，再一次重看动画，我才真正理解了动画的...,12,ヨスガノソラ,4403,6.3,4534,远离都市的乡间、奥木染。春日野悠带着他的妹妹·春日野穹来到了这里。
12话/2015年7月4日,六花的勇者,六花的勇者，名字乍一看，心想这又是烂大街的轻改，无非是勇者为救公主打倒魔王的故事，看着封面人物帅哥美女，画风不错，就看看试试。看完第一集，果然和想象中的差不多，没啥亮点，女主娜榭塔妮亚大胸美颜倒贴，男主一般，故事框架也是烂大街，没啥看头，冲着画风硬着头皮往下看，直到...,12,六花の勇者,4414,6.3,2189,故事讲述当“魔神”自暗黑深渊苏醒，命运之神将会挑选出六名勇者，授与其拯救世界的力量。自称地表最强的少年亚德雷，获选为六位“六花勇者”之一，并前往战地阻止魔神复活。然而不知为何，在约定之地集结的却有七位勇者!?紧接着雾幻结界随之启动，将七人全数困在森林中。发现其中混入一名内奸后，勇者们变得疑神疑鬼，人人自危。而首当其冲遭受质疑的，正是亚德雷！
36话/2018年10月11日/藤田和日郎（小学館少年サンデーコミックス刊）,魔偶马戏团,剧情节奏极快毫不拖泥带水，没三句话就是开干，没有仔细斟酌的余地就是爱恨情仇直接莽上。经典热血并且还独树一帜，毕竟其实很歪门邪道，但这不影响我一直追下去，被悠木碧的koronnbinu感动，到最后没想到会反派的那张脸整哭，也许我和他有什么类似的地方吧，看着那张吐舌的脸...,36,からくりサーカス,4416,6.2,465,一位名为才贺胜的小学5年级学生，在父亲因事故去世后继承了庞大的遗产，生命也因此受到了威胁。就在此时，一位名为加藤鸣海的青年偶然与胜相遇，并决定向他伸出援手。
11话/2020年1月3日/徳本善信/FLIPFLOPs（秋田書店「別冊少年チャンピオン」連載）/中西和也,达尔文游戏,剧情：20/30两次女角色唐突白给扣2分人物：16/20主角团个性鲜明，配角大叔和反派也印象深刻思考：14/20普世价值，但结合剧情算是言之有物，不是空喊口号画面：7/10偶尔有不错的打斗，但马脸人设影响观感扣1分音乐：7/10OPED一般好听，bgm印象不深其他：7/10扎实的超能力...,11,ダーウィンズゲーム,4418,6.3,706,——不可预测的极限异能力战斗——平凡高中生须藤要收到了陌生APP“达尔文游戏”发来的邀请讯息。开启这个APP的须藤要，被卷入了玩家们驱使异能进行的战斗之中。尚未搞清状况的须藤要，必须在突然袭来的强大玩家的战斗中杀出重围，他究竟能否生存下来！？
12话/2013年10月7日,机巧少女不会受伤,修改自我在B站的长评。剧情节奏掌控不当，作画略显仓促廉价。剧情问题主要出现在改编过程中。首先就是，原本在篇幅较长小说中偶尔出现调剂气氛的打闹在动画过程中得到了极大保留。然而因动画篇幅较短，所以这样的设计很容易割裂原本连贯的剧情，打乱叙事节奏。非但...,12,機巧少女は傷つかない,4422,6.3,3456,本作主要围绕人偶师赤羽雷真和他的少女型人偶搭档夜夜，以及参加决出最强人偶师「魔王」的名为「夜会」比赛的各种参赛选手之间的学院战斗。关于机巧魔法即是指内置魔法回路的人偶和人偶师使用的魔法。而「夜会」比赛正是作为这方面的最高学府英国瓦尔普吉斯之夜皇家机巧学院举办的大会。从日本来的留学生雷真和他的少女型人偶搭档夜夜决定从参赛候选人那里用武力夺取夜会的参加资格。他的目标就是下任魔王的热门候补，拥有「暴龙」名号的美少女夏儿！但是正在雷真向她挑战的时候，意想不到的事情发生了……
12话/2011年4月7日/上坪亮樹/あづち涼/岡勇一,迷糊软网社,恶魔阿萨谢尔在召唤你可以算是欢乐吐槽剧吧……召唤恶魔的侦探……所契约的恶魔……是个超没用好吃懒做好色胆小的恶魔……钉宫goodjob，出演人物也没有下限啊……世界第一初恋对不起老婆……这个果然不能陪你看了……对于我来说果然口味太重了……赤裸裸...,12,そふてにっ,4423,6.2,426,由安土凉创作的漫画「迷糊软网社」，是一部带着幽默搞笑的氛围但也不失热血等要素的作品。故事讲述一个位于北海道的白玉国中软式网球社，在社长和迷糊社员的共同努力下，一步步地为朝着北海道软式网球大赛而奋斗着。在这个软网社中，有爱吃美食又擅长精打细算的社长秋山千岁、有总是爱胡思乱想的春风明日菜、又有动不动就乱发脾气的泽夏琴音及球技一流却爱穿奇装异服的冬川来栖四位初中女生社员，再加上一位生性慵懒但球技一流的教练，她们既互相鼓励共同克服困难，又每天过着迷糊的学园生活。
50话/2004年10月9日/福田己津央/矢立肇、富野由悠季/平井久司,机动战士高达SEED DESTINY,整部作品还是算不上差，当然不满意的地方还是有，主要谈一下对各个角色的塑造。穆叔归队是个人认为本部作品争议最大的一点，穆叔在本季作为联邦的战犯对柏林大屠杀负有主要责任，在最后居然没有受到任何惩罚。哪怕让穆最后再一次领便当也算完成象征意义上的赎罪。让...,50,機動戦士ガンダムSEED DESTINY,4425,6.3,2053,C.E.70年，由于“血腥情人节”惨剧而发展成为正式的武力冲突，Z.A.F.T.与地球联合之间的战斗炽烈之极、牺牲之巨，扩大至第二次雅金·杜威攻防战后双方缔结停战条约，方才平息；然而，此一停战条约无法消去自然人与调整者纷争的火种。
13话/2012年4月29日,13,"107名前：LIVEの名無しさん[sage]投稿日：2012/04/29(日)23:26:32.42ID:AcPQfZVm不错的最终回118名前：LIVEの名無しさん[sage]投稿日：2012/04/29(日)23:26:35.48ID:pMUzcHVk一股宗教臭(´・ω・｀)120名前：忍法帖【Lv=40,xxxPT】[]投稿日：2012/0...",2012年4月29日,AKB0048,4437,6.3,776,21世纪初，由於人类科技的进步导致的世界大战，还有因其造成的环境的污染，让人类开始航向宇宙中展开新的生活，并开启了「星历00年」的世代。而根据统治者「超银河联合」的法令，演艺圈与歌曲等会混乱人心的东西都是被禁止的，甚至也进行了严格的取缔和惩罚，为此偶像们的身影也就逐渐消失在大家的眼前，人类的心灵也被逐渐黑暗笼罩……。
12话/2017年7月14日/地獄少女プロジェクト,地狱少女 宵伽,#NAME?,12,地獄少女 宵伽,4460,6.3,717,只有午夜零时才能访问的“地狱通信”。
1话/2013年9月14日/石原立也/虎虎（KAエスマ文庫/京都アニメーション）/池田和美,中二病也要谈恋爱！剧场版 小鸟游六花・改,好期待啊为什么不先出第二季？,1,小鳥遊六花・改 ～劇場版 中二病でも恋がしたい！～,4463,6.3,1131,我在结社里休息时，凸守和茴香两人催促我说出邪王真眼与漆黑烈火使邂逅的历史。
12话/2018年1月11日/火野遥人『たくのみ。』(小学館「マンガワン」連載中),宅饮。,大家好，这里是野评家秋斩年华。本影评同样发布于b站长评区，链接：https://www.bilibili.com/bangumi/media/md9032/review/ld23930这部番看完后我并不想多作评价，毕竟是吃品牌赞助的广告型番，剧情也日常到没有可圈可点的地方……不过在已经完结快一个季度，突然想...,12,たくのみ。,4464,6.2,511,因转职而来到东京的天月满，20岁。
12话/2004年4月1日/佐伯昭志/GAINAX/高村和宏,这丑陋又美丽的世界,旧的东西，不过今天随手百度一下时发现了点新的东西，就跟过去的黏在一起发了出来。以后如果有新发现会不断添加。《飞跃巅峰》→《果てしなき流れの果てに》在没有终点漂流的尽头/在无尽长流的尽头（小松左京、1965）《蓝宝石之谜》→《星を継ぐ者》InherittheSta...,12,この醜くも美しい世界,4467,6.2,479,度过平凡每日的高中生竹本，在一次送货回家的途中着好友啊良发现了一束奇怪的光线，四处寻找后在森林中发现一个发光的亮团。一个可爱的少女从中出现。不可思议的是这少女和毅理想中的女孩一模一样。然而就在此时，现场突然出现了从未见过的怪物，朝着少女猛扑过来。看着女孩柔弱的样子，毅心虽有心保护她却又无能为力。万分焦急的情况下毅的身体在满月中发生了变化，他被一种愤怒的力量左右，而神秘的少女却露出了诡异的微笑……
12话/2010年4月3日/山崎理/オトメイト(IDEAFACTORY/DESIGNFACTORY)/中嶋敦子,薄樱鬼,闪光的夜袭是的你没听错！！！是中文普通话对白……天雷地囧……提到刘宗武一伙还以为是北斗神拳苍天之拳呢，发生地点有正好在魔都，不过为啥不让人们像cannan那样说上海话呢，好歹我听不懂的话还舒服些，这个蹩脚的普通话还是还是挺囧的……结尾看staff，还专门雇了汉语指...,12,薄桜鬼,4470,6.3,1266,"主人公雪村千鹤,是在江户长大的兰学医者(即西医)的女儿。父亲纲道原本应该是与女儿分开后在京都工作的。因为联络不上父亲而担心的千鹤前往京都探访。千鹤在那里所看见的是,与饥渴地寻求鲜血的妖怪所战斗并制伏他们的新选组的队士们……千鹤与新选组结下了奇妙缘分，在搜索失踪父亲的主人公面前，出现了神秘的刺客们，逐渐明朗化地新选组的秘密——罗刹的存在。在狂暴的时代中，胸中挥舞着理想与信念之刃的男人们，在幕末争斗的背后,新选组与黑暗的战斗也拉开了序幕……"
12话/2018年7月11日/河浪栄作/西屋太志,12,都说憧憬是距离理解最遥远的距离，可是我看free！的时候，总觉得最核心的几人之间的羁绊，更多的是由憧憬建立起来的。互相陪伴、玩耍，并对充满才华的那个男孩（最多的人憧憬遥，其次是憧憬着遥的凛）充满了向往。憧憬着憧憬着，一边憧憬一边心想着再努力一点点伸长手的自己能不...,2018年7月11日,Free!-Dive to the Future-,4475,6.2,322,高中毕业后，因为游泳而互相牵绊的遥等人朝着不同的方向前进。遥在东京，与曾经一同游过接力的椎名旭相遇了。唤醒了中学时代记忆的遥，心中苏醒的是“那时”的郁弥的身影。
12话/2011年4月10日/追崎史敏/葉賀ユイ/大塚舞,露蒂的玩具,本篇一半以上的集数是优秀的水平，最后几话稍微拉低了评价。问题出在系列构成和台本上，台本既然是作者写的鲜有改变余地，构成方面结尾的离别主题可以放在前面，不然与整篇主题和氛围不搭，是烂尾的迹象。虽然构成差点栽倒，还是依靠作者剧情的功底扳了回来。构成不失误...,12,アスタロッテのおもちゃ！,4508,6.3,1399,由葉賀ユイ所作的原作漫画《萝黛的后宫玩具》（台湾角川代理发行），故事中以人类男性精气做为粮食的「梦魔族」后裔「亚斯塔萝黛公主（配音：钉宫理惠）」，虽然必须接触男生、却非常讨厌男孩子，不过为了一族的繁荣，她依然得做好各种准备…。于是女官长朱蒂佯装要帮人类中的单亲爸爸「直哉」找新工作，将他带到妖魔界进行第一次陪睡，并成为了公主的后宫候补…？(via巴哈姆特)
12话/2019年4月5日/カワハラ恋(神田はるか),淫乱的青酱不能学习,,12,みだらな青ちゃんは勉強ができない,4509,6.3,982,名字的由来是——
12话/2010年7月10日/植田洋一/神野オキナ(MF文庫)/森島範子,玩伴猫耳娘,那是还没有看2003年开始连载的漫画，就是看了新番资讯才看的。日本拍了好多琉球岛的青春题材动画，貌似去年还是前年把拜托了系列的翻新都搬到琉球岛了……这个tv版的剧情很简单，除雾的期待值也不是很高。不过，就juru美女这样的角色设定就够了。...,12,あそびにいくヨ！,4512,6.3,891,在接受到地球外讯号的某日，居住在冲绳的骑央在长老忌日那天遇见了自称“宇宙人”的少女艾莉丝。然而让人难以置信的是，艾利丝居然长着耳朵和尾巴。艾利丝不同于常人的外形让她遭遇到正统派宇宙人信奉者以及神秘政府机关的追捕，最后她落入了骑央的儿时玩伴真奈美的手中。为了解救出艾利丝。骑央勇闯嘉手纳基地……
12话/2017年1月6日,南镰仓高校女子自行车社,首先作为骑行爱好者我要一定要吐槽。。再是新手，骑着几万块的竞技车在平地和一帮公主车比赛，使出吃奶的力气10km距离巡航25迈。。。贼鸡儿丢人，真的，你们还是退群吧(bgm38)回归正题，作为一个观众，不是很清楚制作团队的分工，直观感受人物的作画和背景作画完全不在一...,12,南鎌倉高校女子自転車部,4516,6,154,高校入学をきっかけに長崎から鎌倉へ引っ越してきた女の子、舞春ひろみ。新しい土地に新しい学校、そして新しいともだち。そんなわくわくな日常との出会いはいつも自転車といっしょ！南鎌倉を舞台に、女子高生たちの自転車のある青春がはじまる――！！
24话/2018年1月5日/柿本広大/伍箇伝計画/八尋裕子,刀使的巫女,冲着这专业水平极高的剑术指导，我很想给十星————————我认真的。单纯论起这方面，最近这几年都挑不出啥能和它比的，甚至出圈到真人影视剧的圈子里也一样，这么专业的剑斗场面最近这几年我还真没见过。除了《刀使》之外，最近这几年看见的影视剧里有人舞刀弄剑...,24,刀使ノ巫女,4523,6.2,896,将自古以来威胁人世的异形存在·荒魂，以御刀祓除的神薙之巫女。以制服佩刀为主要装束的她们，被称作“刀使”。正式名称则是隶属警察组织的特别祭祀机动队。她们在身为得到佩刀许可的超法规国家公务员的同时，还是在位于全国五处的中高一贯制训练学校就读的女学生。平常过着普通校园生活的她们，一旦身负职务，便会手持御刀，发挥种种超常之力，为守护人们而战。
13话/2010年4月6日/板垣伸、八谷賢一、平池芳正、大地丙太郎、福田道生、池端隆史、久城りおん、小野学、平田智浩、佐藤卓哉、草川啓造、佐藤順一/松智洋/中本尚子,迷途猫OVER RUN,娇蛮猫娘大横行，又叫这个名，的确是一直围绕着猫，很多很火gif，各种萌图，都是出自这里，而且是sp里面。。。算不算是教科书般的后宫番，一个青梅竹马傲娇，一个三无，一个大小姐，一个姐姐，其实还算是轻松搞笑的，也不怎么轻松，迷途猫，这里的意思就是孤儿，男主和后宫们都是孤儿，才走到...,13,迷い猫オーバーラン！,4531,6.3,1516,男子之间的友情与美少女要素满载的超级爆笑恋爱喜剧开始了！
12话/2018年1月8日/柳伸亮/白鳥士郎(GA文庫／SBクリエイティブ刊)/矢野茜,龙王的工作！,我向来不喜欢给动画贴媚宅的标签，每个动画都有它创作的意图，轻松向后宫向的作品也不例外，能给观众带来快乐，给原作带来流量的作品都不能被简单的批评为“媚宅”作品，例如埃罗芒阿老师，人设优良，画面流畅，给大家带来幸福感，同时也拉高了销量，这些都已经满足了这部轻改动画...,12,りゅうおうのおしごと！,4533,6.3,3007,玄关门一打开，眼前冒出了一位小学女生——
12话/2010年10月8日/名和宗則/オーガスト/石原恵治,FORTUNE ARTERIAL -赤之约束-,——赤之约束对我而言意味着什么呢？在重温这部作品时，我一直在思考这样一个问题。显而易见的是，赤之约束是我推过的第一部GAL——而这部动画是再直接不过的导火索。但至少我看过的第一部GAL改，恋选，并没有使我萌生去推一遍原作的念头。事有蹊跷。而可以肯定...,12,FORTUNE ARTERIAL -赤い約束-,4535,6.3,1230,继「夜明前的琉璃色」后，游戏公司AUGUST于08年推出的美少女恋爱游戏「FORTUNEARTERIAL」也加入了动画化行列。
12话/2016年10月1日/西村純二/都築真紀/いとうまりこ,12,以下评论都是直接信息不足情况下根据猜测都筑可能的想法得出的结论，没有足够的根据，因为都筑也没给数据。虽然是根据我自己看漫画得出来的，但应该可以解释目前发生的各种战斗和胜负，也就是说这个解释至少和剧情是不存在矛盾的。也许和都筑想的一样也说不定嗷。首...,2016年10月1日,ViVid Strike!,4538,6.2,507,在孤儿院生活的少女风香和凛音。从小一起长大宛如姐妹般的二个人虽然过着清贫的生活但是仍然梦想着光明的未来。但是，风香和凛音迎来的「再次的离别」改变了两人的命运——。
12话/2009年10月3日/日高政光/三浦勇雄/中井準,圣剑锻造师,犬夜叉完结篇跟了一百多集tv版又补完漫画版后，终于迎来万年大坑的开填……突然发现要是完全按照漫画剧情还是非常快的……希望结局时tv制作组不要像漫画一样忘记了钢牙大人（漫画完结篇叙述了每个人的后来，但是没有钢牙……）推荐指数：5肯普法一个男人被变成...,12,聖剣の刀鍛冶,4540,6.2,780,过去，大陆曾经发生过一场驱使『恶魔契约』的禁忌战争。
13话/2017年7月1日/白井俊行/内村瞳子、都築萌、石塚みゆき、新里りお、塩島由佳、山崎ミキ、鬼澤佳代、瀬来由加子,活击 刀剑乱舞,字太多短评放不下就丢这里了。——————问室友借271会员迫不及待看完了《活击/刀剑乱舞》最后一话。必须承认其实活击有一个很棒的命题——在幕末这个枪炮逐渐成为主流的时代，刀有何用？陆奥守对龙马说这刀是用来守护你的，和泉守对土方说这刀是你的决心...,13,活撃 刀剣乱舞,4546,6.2,397,文久三年。
13话/2010年10月3日/神永学/芝美奈子,心灵侦探八云,那啥虽然只看了第一话一半开始在人群中举着红坠子放在眼前：“人类的灵魂到底是什么？”你中二啊！疑似女主的家伙进入部社看到八云神棍猜牌赢了3千块。然后要求帮她朋友驱魔，神棍装B的一大段废话要求收钱，然后女主识破了镜子骗局要离开，然后神棍速度起身挽留表示...,13,心霊探偵 八雲,4559,6.2,1021,正在上大学的小泽晴香为帮助一个说自己“被灵附身”的朋友，打开了大学电影研究会的门。
24话/2014年7月6日,斩·赤红之瞳！,"这部动漫确实死人确实多了一点，甚至像很多人说的为死而死。我对这一点也有点不太赞同，但瑕不掩瑜，这部动漫本身是很优秀的。我原本以为大部分也就抓着这个黑，没想到来了bangumi才发现还有好多人尬黑。什么""不惜发动战争，牺牲众多人的生命来杀死大臣和众多腐败官...",24,アカメが斬る!,4560,6.3,3481,为了解救贫穷的村子而与两位同伴一起来到帝都打拼的少年剑士——塔兹米，在抵达帝都的第一天就被骗光了钱，幸好被“好心”的富家大小姐——艾莉亚收留回家。隔天晚上便遭到帝都最凶恶的杀手集团——NightRaid的袭击，塔兹米在下决心保护艾莉亚的时候，却发现了帝都的真相......
2020年4月3日/小野学/広井王子、セガゲームス(SEGA)/工藤昌史、茶之原拓也、福島達也,新樱花大战 the Animation,看是看了后面怎么样不太好说，就画面来看这种3d打斗时是很好，放平时怎么看怎么诡异(bgm39)(bgm39),*,新サクラ大戦 the Animation,4592,5.9,115,太正三十年（1941年）
13话/2017年7月2日/天酒之瓢（ヒーロー文庫「ナイツ＆マジック」／主婦の友社刊）,骑士&魔法,正确的KADO自己看到第8集时弃了，然后LexBurner的评论视频出来了。开心没有自戳双眼也同时非常悲伤给老子安安静静做日本少子化的宣传片异世界食堂看这个还不如去看日本美食综艺至少食物是真的笨女孩组长组长组长组长组长组长组长组长(bgm24)骑士&魔...,13,ナイツ＆マジック,4594,6.2,1548,能干的程序员，同时是重度机器人宅的青年，转生到了巨大机器人“幻晶骑士（SilhouetteKnight）”震动大地的骑士与魔法的异世界！？
13话/2014年10月4日/川口士,魔弹之王与战姫,原作小说要完的时候作者为了加快男主与白毛女主的感情喂了一点屎现实里好像和那边的人闹了矛盾总体上这本书收尾出了岔子然后同一个世界观下开了新书女主是里面的另一个动画的话轻微的擦边球全程有福利但是都没有露得很多（露点）整体的一般吧继续进行下去是伪...,13,魔弾の王と戦姫,4618,6.2,1289,布琉努王国里有块位于边境的弹丸之地亚尔萨斯，而这里的领导人是个随遇而安的贵族少年堤格尔维尔穆德·冯伦。因为王国的征招，堤格尔被迫上到战场上，双方人数相差快5倍，原本以为这场是必胜的战争，然而对手是吉斯塔特中的“七战姬”之一、拥有“银闪的风姬”名号的艾蕾欧诺拉·维尔塔利亚，在她出奇不意的战略下，击破了布琉努大军。战乱中堤格尔虽然尝试利用最擅长的弓击杀敌人主将，但却反而被她高超的剑技打败。就在堤格尔绝望的做好受死准备之时。“你从现在开始就是我的人了。”因为对方意外的一句话，堤格尔往后的命运将彻底改写。
49话/2014年2月2日,Happiness Charge 光之美少女!,这可不是夸张或者开玩笑，是真的看了500遍哦！并且正在朝1000遍的目标努力！啊，我是说44话单话。以及看了500遍的也不是我，是某位原画朋友。他还非常遗憾地表示时间不够，年内可能看不完1000遍了。(bgm83)不过认真说，44话确实是值得反复观看的一集。剧本本身就很出色，大...,49,ハピネスチャージプリキュア!,4631,6,214,在遭受“幻影帝国”进攻的地球里，光之美少女是世人共识的存在，人们不时从新闻了解各小队为了自己的所属国家战斗。成为最坏兽攻击目标的“蓝天王国”公主白雪姬，在一次侵略中逃亡到日本，过程中遇见了地球的守护神“蔚蓝”。蔚蓝赐予她成为光之美少女的使命，不过孤僻的小姬对于这份使命极为恐惧，选择了逃避。
12话/2011年4月11日/三原武憲/feng/大河原晴男,架向星空之桥,春季番总算在断断续续的情况下看完了。相比而言，春季番水平也只是一般。没有像小圆脸高质片和话题片，花开密语也只是在开头引起过话题爆发之后也沉了下去。本春季番，咱放弃了《日常》、追完了《电波女与青春男》《绯弹亚莉亚》《A-Channel》《架向星空之桥》...,12,星空へ架かる橋,4633,6.2,1498,原作为feng社于2010年10月15日发行的18XGalgame，《望见青空之丘》及《夕阳染红的街道》的天空三部曲的完结篇。简单来讲是主人公星野一马为了弟弟的身体疗养，而搬入乡下的山比古町居住。在转学的第一天便遇见了活泼可爱的女主角中津川初及昔日好友日向伊吹，之后又和其他女孩展开了各种恋情的故事。
12话/2016年7月9日/板倉聖宣『磁石と電気の発明発見物語』,时间旅行少女～真理、和花与8名科学家～,"沒想到子供向教育動畫可以造得那麼精彩。主要內容就是科學教育動畫,講述無線電,磁鐵的原理之類的。而故事中主角們就是透過時空跳躍回到過去的科學家處見證他們的發明,偶然改寫一下歷史。將現代的水手服留在17文藝復興前的英國,死水庫留在萬博會電話發明的...",12,タイムトラベル少女～マリ・ワカと8人の科学者たち～,4636,6.1,324,少女早濑真理与她的亲人们将可以通过某些方法来穿梭于过去与现实之间，还在因缘际会下遇见“威廉·吉尔伯特”、“本杰明·富兰克林”和“亚历山德罗·伏打”等著名科学家们，并以此为契机展开一场笑泪交织的的新世代青春爱情科幻喜剧！
